          Τμήμα          | Ημερομηνία Βάρδιας | Τύπος Βάρδιας |   Τύπος Προσωπικού   |     Ειδικότητα / Ρόλος      | Αριθμός Προσωπικού 
 Ογκολογικό              | 2026-05-03         | ΑΠΟΓΕΥΜΑ      | Νοσηλευτής           | Βοηθός Νοσηλευτή            |                  3
 Ογκολογικό              | 2026-05-03         | ΑΠΟΓΕΥΜΑ      | Διοικητικό Προσωπικό | Γραμματέας                  |                  1
 Ογκολογικό              | 2026-05-03         | ΑΠΟΓΕΥΜΑ      | Διοικητικό Προσωπικό | Υπάλληλος Προμηθειών        |                  1
 Ογκολογικό              | 2026-05-03         | ΝΥΧΤΑ         | Ιατρός               | Ογκολόγος                   |                  3
 Ογκολογικό              | 2026-05-03         | ΝΥΧΤΑ         | Νοσηλευτής           | Νοσηλευτής                  |                  5
 Ογκολογικό              | 2026-05-03         | ΝΥΧΤΑ         | Νοσηλευτής           | Βοηθός Νοσηλευτή            |                  1
 Ογκολογικό              | 2026-05-03         | ΝΥΧΤΑ         | Διοικητικό Προσωπικό | Γραμματέας                  |                  1
 Ογκολογικό              | 2026-05-03         | ΝΥΧΤΑ         | Διοικητικό Προσωπικό | Λογιστής                    |                  1
 Ογκολογικό              | 2026-05-04         | ΠΡΩΙ          | Ιατρός               | Ογκολόγος                   |                  3
 Ογκολογικό              | 2026-05-04         | ΠΡΩΙ          | Νοσηλευτής           | Νοσηλευτής                  |                  4
 Ογκολογικό              | 2026-05-04         | ΠΡΩΙ          | Νοσηλευτής           | Προϊστάμενος                |                  2
 Ογκολογικό              | 2026-05-04         | ΠΡΩΙ          | Διοικητικό Προσωπικό | Γραμματέας                  |                  1
 Ογκολογικό              | 2026-05-04         | ΠΡΩΙ          | Διοικητικό Προσωπικό | Υπάλληλος Μισθοδοσίας       |                  1
 Ογκολογικό              | 2026-05-04         | ΑΠΟΓΕΥΜΑ      | Ιατρός               | Ογκολόγος                   |                  3
 Ογκολογικό              | 2026-05-04         | ΑΠΟΓΕΥΜΑ      | Νοσηλευτής           | Νοσηλευτής                  |                  3
 Ογκολογικό              | 2026-05-04         | ΑΠΟΓΕΥΜΑ      | Νοσηλευτής           | Προϊστάμενος                |                  2
 Ογκολογικό              | 2026-05-04         | ΑΠΟΓΕΥΜΑ      | Νοσηλευτής           | Βοηθός Νοσηλευτή            |                  1
 Ογκολογικό              | 2026-05-04         | ΑΠΟΓΕΥΜΑ      | Διοικητικό Προσωπικό | Γραμματέας                  |                  1
 Ογκολογικό              | 2026-05-04         | ΑΠΟΓΕΥΜΑ      | Διοικητικό Προσωπικό | Υπεύθυνος Αρχείου           |                  1
 Ογκολογικό              | 2026-05-04         | ΝΥΧΤΑ         | Ιατρός               | Ογκολόγος                   |                  3
 Ογκολογικό              | 2026-05-04         | ΝΥΧΤΑ         | Νοσηλευτής           | Νοσηλευτής                  |                  3
 Ογκολογικό              | 2026-05-04         | ΝΥΧΤΑ         | Νοσηλευτής           | Βοηθός Νοσηλευτή            |                  3
 Ογκολογικό              | 2026-05-04         | ΝΥΧΤΑ         | Διοικητικό Προσωπικό | Υπάλληλος Προμηθειών        |                  1
 Ογκολογικό              | 2026-05-04         | ΝΥΧΤΑ         | Διοικητικό Προσωπικό | Υπεύθυνος Αρχείου           |                  1
 Ογκολογικό              | 2026-05-05         | ΠΡΩΙ          | Ιατρός               | Ογκολόγος                   |                  3
 Ογκολογικό              | 2026-05-05         | ΠΡΩΙ          | Νοσηλευτής           | Νοσηλευτής                  |                  2
 Ογκολογικό              | 2026-05-05         | ΠΡΩΙ          | Νοσηλευτής           | Προϊστάμενος                |                  2
 Ογκολογικό              | 2026-05-05         | ΠΡΩΙ          | Νοσηλευτής           | Βοηθός Νοσηλευτή            |                  2
 Ογκολογικό              | 2026-05-05         | ΠΡΩΙ          | Διοικητικό Προσωπικό | Ταμίας                      |                  1
 Ογκολογικό              | 2026-05-05         | ΠΡΩΙ          | Διοικητικό Προσωπικό | Υπάλληλος IT/Μηχανογράφησης |                  1
 Ογκολογικό              | 2026-05-05         | ΑΠΟΓΕΥΜΑ      | Ιατρός               | Ογκολόγος                   |                  3
 Ογκολογικό              | 2026-05-05         | ΑΠΟΓΕΥΜΑ      | Νοσηλευτής           | Νοσηλευτής                  |                  4
 Ογκολογικό              | 2026-05-05         | ΑΠΟΓΕΥΜΑ      | Νοσηλευτής           | Βοηθός Νοσηλευτή            |                  2
 Ογκολογικό              | 2026-05-05         | ΑΠΟΓΕΥΜΑ      | Διοικητικό Προσωπικό | Γραμματέας                  |                  1
 Ογκολογικό              | 2026-05-05         | ΑΠΟΓΕΥΜΑ      | Διοικητικό Προσωπικό | Υπάλληλος Προμηθειών        |                  1
 Ογκολογικό              | 2026-05-05         | ΝΥΧΤΑ         | Ιατρός               | Ογκολόγος                   |                  3
 Ογκολογικό              | 2026-05-05         | ΝΥΧΤΑ         | Νοσηλευτής           | Νοσηλευτής                  |                  3
 Ογκολογικό              | 2026-05-05         | ΝΥΧΤΑ         | Νοσηλευτής           | Προϊστάμενος                |                  2
 Ογκολογικό              | 2026-05-05         | ΝΥΧΤΑ         | Νοσηλευτής           | Βοηθός Νοσηλευτή            |                  1
 Ογκολογικό              | 2026-05-05         | ΝΥΧΤΑ         | Διοικητικό Προσωπικό | Γραμματέας                  |                  2
 Ογκολογικό              | 2026-05-06         | ΠΡΩΙ          | Ιατρός               | Ογκολόγος                   |                  3
 Ογκολογικό              | 2026-05-06         | ΠΡΩΙ          | Νοσηλευτής           | Νοσηλευτής                  |                  3
